score_ 1,score_ 2,score_ 3,score_ 4,score_ 5,score_ 6,score_ 7,score_ 8,score_ 9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,score_26,score_27,score_28,score_29,score_30,score_31,score_32,score_33,score_34,score_35,score_36,score_37,score_38,score_39,score_40,score_41,score_42,score_43,score_44,score_45,score_46,score_47,score_48,score_49,score_50,score_51,score_52,score_53,score_54,score_55,score_56,score_57,score_58,score_59,score_60,score_61,score_62,score_63,score_64,score_65,score_66,score_67,score_68,score_69,peak_val,peak_clab,peak_time,ival_1,ival_2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.7612364086864,31.6353338030945,37.2095871070712,50.9847802772811,54.9180939658103,54.9069075912617,41.1380481487574,49.239954932837,48.6990592985332,53.3524339005087,35.7823509254201,31.7648027943269,50.8323483791129,42.2497787733656,29.9841916951717,41.8736833525492,19.8020420334432,34.5007710664171,50.2372547060325,30.2792146328489,28.8499096409041,27.1087019087441,35.5266311023972,43.2218668192993,45.0212776026359,56.6498734278745,69.3983716480066,73.0793284610466,73.5732242138932,85.4945102639558,87.4293942849287,68.561034162839,85.6835766730292,85.4465425852086,73.5611499779671,37.3230892557056,43.87067684668,47.3281036171642,41.8126923018793,47.3519114216756,56.8832147583876,59.0572237206777,80.527916235439,84.3430394308754,99.7710620422286,64.5435805389865,58.6105848850377,82.7796334983419,76.4386449268013,65.9549843475775,76.8568240890621,69.2179252540763,84.7217459642222,84.0890067729682,87.7083648765893,83.120821977048,90.7326632267499,93.3459620100707,99.2537037526782,104.87316923949,86.1512233325766,95.3572392878487,97.6078499948326,108.059344685346,116.67164036615,102.52718074633,118.425328928167,122.455483224608,106.677195326369,122.455483224608,CP4,48.8042780748663,44.0299465240642,49.6
