score_ 1,score_ 2,score_ 3,score_ 4,score_ 5,score_ 6,score_ 7,score_ 8,score_ 9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,score_26,score_27,score_28,score_29,score_30,score_31,score_32,score_33,score_34,score_35,score_36,score_37,score_38,score_39,score_40,score_41,score_42,score_43,score_44,score_45,score_46,score_47,score_48,score_49,score_50,score_51,score_52,score_53,score_54,score_55,score_56,score_57,score_58,score_59,score_60,score_61,score_62,score_63,score_64,score_65,score_66,score_67,score_68,score_69,peak_val,peak_clab,peak_time,ival_1,ival_2
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,19.1265291718632,38.100366262013,17.5825112962617,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,38.100366262013,C4,20.1582887700535,19.3625668449198,20.1582887700535
14.3467406488864,6.90791773834131,51.9426806456237,50.7486713936702,23.5820642676565,65.5349672583586,52.8769425613374,62.3667928506916,52.4076548692946,37.985785691785,34.0186722402258,14.0787305874628,10.5408989084397,29.7675464658439,26.6599048586075,10.6683231330142,14.8628547395169,26.1183439606446,24.4347378787895,26.2560767287897,36.6071350317265,42.2472676744457,77.580200489338,72.0395213320295,60.3619214362472,78.9146813148183,45.2859298624943,33.0548907976346,72.394187109904,72.1202608406697,0,0,17.5825112962617,42.4742013314461,34.9863599822386,23.9772861144154,19.2031994447834,26.9362644829486,22.4753005328249,23.6292047705743,17.3840735963824,6.61678218549873,1.08126731252615,10.0298719168563,8.25132312099891,10.2446660423828,5.8121671692339,9.43504763766838,17.9485864563451,8.28485349952998,3.97301984751643,8.89373021655291,11.0841209911751,16.4105151800899,8.24112197207929,21.8929140522431,36.8725588646964,14.1117952155043,18.2230702586815,26.8335766415573,6.06228227740529,34.835929247008,54.0711667740349,88.4904527199573,99.598106537247,72.7340539048809,65.2622700635896,30.2812553006701,27.8885966564092,99.598106537247,C4,46.4171122994652,45.6213903743316,47.2128342245989
