score_ 1,score_ 2,score_ 3,score_ 4,score_ 5,score_ 6,score_ 7,score_ 8,score_ 9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,score_26,score_27,score_28,score_29,score_30,score_31,score_32,score_33,score_34,score_35,score_36,score_37,score_38,score_39,score_40,score_41,score_42,score_43,score_44,score_45,score_46,score_47,score_48,score_49,score_50,score_51,score_52,score_53,score_54,score_55,score_56,score_57,score_58,score_59,score_60,score_61,score_62,score_63,score_64,score_65,score_66,score_67,score_68,score_69,peak_val,peak_clab,peak_time,ival_1,ival_2
34.735164084706,37.3653373281948,34.5769559036006,20.6949439890389,43.7527805345655,21.1559725654056,0.285131080293867,-0,6.93253170346467,6.48763278160197,12.8687364199489,-0,4.4540898169666,-0,0.132137539379349,-0,-0,-0,5.31778488146522,-0,-0,-0,0.279788123007366,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,25.6250979632947,22.8885302282658,23.2966097475169,22.880623202944,7.97637996516869,39.6110073468928,25.1501293477793,31.3292698599221,33.7984978612616,34.4102666392666,39.4995990217965,18.4882333354755,20.3344095853259,25.5870595033019,11.1435558277262,28.314597975226,49.1333810450495,31.6913826408145,49.1333810450495,CP3,48.8042780748663,48.0085561497326,49.6
