score_ 1,score_ 2,score_ 3,score_ 4,score_ 5,score_ 6,score_ 7,score_ 8,score_ 9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,score_26,score_27,score_28,score_29,score_30,score_31,score_32,score_33,score_34,score_35,score_36,score_37,score_38,score_39,score_40,score_41,score_42,score_43,score_44,score_45,score_46,score_47,score_48,score_49,score_50,score_51,score_52,score_53,score_54,score_55,score_56,score_57,score_58,score_59,score_60,score_61,score_62,score_63,score_64,score_65,score_66,score_67,score_68,score_69,peak_val,peak_clab,peak_time,ival_1,ival_2
-0,-0,13.7842800503925,-0,-0,-0,2.3335521043422,-0,-0,-0,-0,-0,19.2051371006925,77.7246043227412,61.3361107931033,52.2406101517304,32.9267804148756,8.72792051632596,-0,-0,2.46818302935198,1.19771005729299,10.9998776121509,-0,-0,-0,2.12076262216513,6.01455917382886,8.87871554156446,1.4924626199338,-0,-0,-0,-0,-0,38.5849583804922,63.8250184207256,32.9023583750527,5.8260567609713,5.52756292971218,11.0330053078391,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,24.2515399676941,13.7401672472771,7.26696410627315,-0,-0,-0,-0,8.87377575688733,2.90086260483346,14.7156073096065,18.0695930757543,-0,-0,77.7246043227412,C3,5.83529411764707,5.83529411764707,6.63101604278076
